Vehicle ID,Game ID,Game,Manufacturer,Vehicle Name,Vehicle Name Alternative,Year,How to Obtain,Value,Performance Index Class,Performance Index Number,Type,Era,Country,Rarity,Rarity Rating,Speed Rating,Acceleration Rating,Braking Rating,Handling Rating,Launch Rating,Offroad Rating,Link
3636,9,Forza Horizon 3,Nissan,Nissan GT-R Black Edition,Nissan GT-R Black Edition Horizon Edition,2012,Wheelspin,155000,S1,882,Modern Supercars,,,,,7.8,8.5,9.2,7.7,10.0,,https://forza.fandom.com/wiki/Nissan_GT-R_Black_Edition
3637,9,Forza Horizon 3,Nissan,Nissan Nismo GT-R LM,,1995,"Autoshow, Duracell Car Pack",1100000,A,711,Asian Sports Cars,,,,,6.0,7.1,7.6,7.0,7.4,,https://forza.fandom.com/wiki/Nissan_Nismo_GT-R_LM
3638,9,Forza Horizon 3,Nissan,Nissan Titan Warrior Concept,,2016,"Autoshow, Blizzard Mountain Expansion",50000,B,689,Offroad,,,,,4.0,5.8,6.6,7.2,6.3,,https://forza.fandom.com/wiki/Nissan_Titan_Warrior_Concept
3639,9,Forza Horizon 3,Nissan,Nissan R390,,1998,Autoshow,730000,S1,855,Retro Supercars,,,,,7.3,9.0,8.6,7.4,8.5,,https://forza.fandom.com/wiki/Nissan_R390
3640,9,Forza Horizon 3,Nissan,Nissan Silvia,,1966,Autoshow,50000,D,186,Cult Classics,,,,,4.0,4.9,3.0,3.7,5.3,,https://forza.fandom.com/wiki/Nissan_Silvia
3641,9,Forza Horizon 3,Nissan,Nissan Silvia Club K's,,1992,Autoshow,25000,C,577,Asian Sports Cars,,,,,5.6,6.5,4.9,5.9,6.8,,https://forza.fandom.com/wiki/Nissan_Silvia_Club_K's
3642,9,Forza Horizon 3,Nissan,Nissan Silvia K's,,1994,Forzathon,25000,B,611,Asian Sports Cars,,,,,6.0,7.0,5.5,6.1,7.2,,https://forza.fandom.com/wiki/Nissan_Silvia_K's
3643,9,Forza Horizon 3,Nissan,Nissan Silvia K's Aero,,1998,"Autoshow, Alpinestars Car Pack",25000,C,595,Asian Sports Cars,,,,,5.9,6.8,5.0,6.0,6.9,,https://forza.fandom.com/wiki/Nissan_Silvia_K's_Aero
3644,9,Forza Horizon 3,Nissan,Nissan Silvia Spec-R,,2000,Wheelspin,35000,C,600,Asian Sports Cars,,,,,6.0,7.0,5.4,6.0,7.6,,https://forza.fandom.com/wiki/Nissan_Silvia_Spec-R
3645,9,Forza Horizon 3,Nissan,Nissan Skyline 2000GT-R,,1971,Autoshow,60000,D,463,Cult Classics,,,,,4.9,6.3,3.9,4.7,6.6,,https://forza.fandom.com/wiki/Nissan_Skyline_2000GT-R
3646,9,Forza Horizon 3,Nissan,Nissan Skyline GT-R V-Spec (R32),Nissan Skyline GT-R V-Spec,1993,Barn Find,85000,B,643,Asian Sports Cars,,,,,5.9,7.1,6.7,6.2,7.7,,https://forza.fandom.com/wiki/Nissan_Skyline_GT-R_V-Spec_(R32)
3647,9,Forza Horizon 3,Nissan,Nissan Skyline GT-R V-Spec (R33),Nissan Skyline GT-R V-Spec,1997,Autoshow,37000,B,662,Asian Sports Cars,,,,,6.4,7.1,6.4,6.3,7.9,,https://forza.fandom.com/wiki/Nissan_Skyline_GT-R_V-Spec_(R33)
3648,9,Forza Horizon 3,Nissan,Nissan Skyline GT-R V-Spec II,,2002,Autoshow,63000,A,703,Asian Sports Cars,,,,,6.3,7.3,7.3,6.6,8.1,,https://forza.fandom.com/wiki/Nissan_Skyline_GT-R_V-Spec_II
3649,9,Forza Horizon 3,Nissan,Nissan Skyline GTS-R (R31),,1987,"Autoshow, Rockstar Energy Car Pack",100000,C,588,Asian Sports Cars,,,,,5.8,6.6,5.0,6.0,7.0,,https://forza.fandom.com/wiki/Nissan_Skyline_GTS-R_(R31)
3650,9,Forza Horizon 3,Nissan,Nissan Skyline H/T 2000GT-R,,1973,Barn Find,170000,C,506,Cult Classics,,,,,4.8,6.2,4.6,5.2,6.4,,https://forza.fandom.com/wiki/Nissan_Skyline_H/T_2000GT-R
3651,9,Forza Horizon 3,Noble,Noble M600,,2010,Autoshow,450000,S2,921,Hypercars,,,,,8.8,9.3,9.7,8.2,9.1,,https://forza.fandom.com/wiki/Noble_M600
3652,9,Forza Horizon 3,Oldsmobile,Oldsmobile Hurst/Olds 442,,1969,Autoshow,65000,C,530,Classic Muscle,,,,,5.1,7.1,4.1,5.0,6.4,,https://forza.fandom.com/wiki/Oldsmobile_Hurst/Olds_442
3653,9,Forza Horizon 3,Opel,Opel GT,,1968,Autoshow,25000,D,238,Cult Classics,,,,,4.5,5.5,3.0,3.7,5.8,,https://forza.fandom.com/wiki/Opel_GT
3654,9,Forza Horizon 3,Opel,Opel Kadett C GT/E,,1979,Autoshow,25000,D,320,Retro Hot Hatch,,,,,4.3,5.7,3.0,4.1,6.0,,https://forza.fandom.com/wiki/Opel_Kadett_C_GT/E
3655,9,Forza Horizon 3,Opel,Opel Manta 400,,1984,Autoshow,100000,A,791,Rally Monsters,,,,,6.0,8.0,8.8,7.6,7.6,,https://forza.fandom.com/wiki/Opel_Manta_400
3656,9,Forza Horizon 3,Pagani,Pagani Huayra,,2012,Autoshow,1300000,S2,914,Hypercars,,,,,8.8,9.1,9.7,8.0,8.7,,https://forza.fandom.com/wiki/Pagani_Huayra
3657,9,Forza Horizon 3,Pagani,Pagani Huayra BC,,2016,"Autoshow, The Smoking Tire Car Pack",1500000,S2,970,Hypercars,,,,,8.9,9.4,10.0,8.8,9.0,,https://forza.fandom.com/wiki/Pagani_Huayra_BC
3658,9,Forza Horizon 3,Pagani,Pagani Zonda Cinque Roadster,,2009,Autoshow,2100000,S2,925,Modern Supercars,,,,,7.6,9.1,10.0,8.5,8.7,,https://forza.fandom.com/wiki/Pagani_Zonda_Cinque_Roadster
3659,9,Forza Horizon 3,Pagani,Pagani Zonda R,,2010,"Autoshow, Hot Wheels Expansion",1700000,S2,978,Extreme Track Toys,,,,,8.1,9.4,10.0,9.1,8.9,,https://forza.fandom.com/wiki/Pagani_Zonda_R
3660,9,Forza Horizon 3,Penhall,Penhall The Cholla,,2011,Autoshow,100000,B,667,Buggies,,,,,4.2,7.5,7.0,7.2,8.6,,https://forza.fandom.com/wiki/Penhall_The_Cholla
3661,9,Forza Horizon 3,Peugeot,Peugeot 205 Turbo 16,,1984,Autoshow,200000,B,613,Rally Monsters,,,,,5.1,7.0,6.2,6.0,7.4,,https://forza.fandom.com/wiki/Peugeot_205_Turbo_16
3662,9,Forza Horizon 3,Plymouth,Plymouth Cuda 426 Hemi,,1971,Autoshow,160000,C,542,Classic Muscle,,,,,5.8,7.4,4.1,5.0,6.5,,https://forza.fandom.com/wiki/Plymouth_Cuda_426_Hemi
3663,9,Forza Horizon 3,Plymouth,Plymouth Fury,,1958,Autoshow,47000,C,525,Rods and Customs,,,,,5.6,7.0,4.1,4.9,6.6,,https://forza.fandom.com/wiki/Plymouth_Fury
3664,9,Forza Horizon 3,Plymouth,Plymouth Prowler,,2000,Autoshow,35000,C,567,Retro Muscle,,,,,5.4,7.0,5.0,5.6,7.3,,https://forza.fandom.com/wiki/Plymouth_Prowler
3665,9,Forza Horizon 3,Polaris,Polaris RZR XP 1000 EPS,,2015,Autoshow,25000,C,520,Buggies,,,,,3.5,6.5,6.3,6.1,7.0,,https://forza.fandom.com/wiki/Polaris_RZR_XP_1000_EPS
3666,9,Forza Horizon 3,Polaris,Polaris RZR XP 1000 EPS,Polaris RZR XP 1000 EPS Horizon Edition,2015,Wheelspin,75000,C,524,Buggies,,,,,3.5,6.6,6.3,6.1,7.1,,https://forza.fandom.com/wiki/Polaris_RZR_XP_1000_EPS
3667,9,Forza Horizon 3,Polaris,Polaris RZR XP 1000 EPS,Polaris RZR XP 1000 EPS Rockstar Edition,2015,Autoshow,25000,C,520,Buggies,,,,,3.5,6.5,6.3,6.1,7.0,,https://forza.fandom.com/wiki/Polaris_RZR_XP_1000_EPS
3668,9,Forza Horizon 3,Pontiac,Pontiac Firebird Trans Am (1977),Pontiac Firebird Trans Am,1977,Autoshow,45000,D,498,Classic Muscle,,,,,5.3,6.0,4.1,5.0,6.1,,https://forza.fandom.com/wiki/Pontiac_Firebird_Trans_Am_(1977)
3669,9,Forza Horizon 3,Pontiac,Pontiac Firebird Trans Am GTA,,1987,Autoshow,25000,C,529,Retro Muscle,,,,,5.6,6.1,4.4,5.2,6.4,,https://forza.fandom.com/wiki/Pontiac_Firebird_Trans_Am_GTA
3670,9,Forza Horizon 3,Pontiac,Pontiac Firebird Trans Am SD-455,,1973,Autoshow,61000,C,528,Classic Muscle,,,,,5.7,7.1,4.1,5.0,6.4,,https://forza.fandom.com/wiki/Pontiac_Firebird_Trans_Am_SD-455
3671,9,Forza Horizon 3,Pontiac,Pontiac GTO (1965),Pontiac GTO,1965,"Autoshow, Logitech G Car Pack",48000,C,515,Classic Muscle,,,,,4.8,7.4,3.9,4.8,6.4,,https://forza.fandom.com/wiki/Pontiac_GTO_(1965)
3672,9,Forza Horizon 3,Pontiac,Pontiac GTO Judge,,1969,Autoshow,90000,C,524,Classic Muscle,,,,,5.0,7.2,4.1,4.9,6.5,,https://forza.fandom.com/wiki/Pontiac_GTO_Judge
3673,9,Forza Horizon 3,Porsche,Porsche #45 Flying Lizard 911 GT3 RSR,Porsche 911 GT3 RSR (2011),2011,Forzathon,550000,S2,946,Extreme Track Toys,,,,,6.5,9.1,10.0,8.9,9.2,,https://forza.fandom.com/wiki/Porsche_911_GT3_RSR_(2011)
3674,9,Forza Horizon 3,Porsche,Porsche 356A Speedster,,1957,"Forzathon, Barn Find",300000,D,160,Rare Classics,,,,,3.7,4.8,3.0,3.7,5.4,,https://forza.fandom.com/wiki/Porsche_356A_Speedster
3675,9,Forza Horizon 3,Porsche,Porsche 550 Spyder,,1955,"Autoshow, Porsche Car Pack",600000,C,522,Classic Racers,,,,,5.2,6.2,4.4,5.3,6.5,,https://forza.fandom.com/wiki/Porsche_550_Spyder
3676,9,Forza Horizon 3,Porsche,Porsche 718 RS 60,,1960,"Autoshow, Porsche Car Pack",1000000,B,684,Classic Racers,,,,,5.7,7.8,5.0,6.7,7.5,,https://forza.fandom.com/wiki/Porsche_718_RS_60
3677,9,Forza Horizon 3,Porsche,Porsche 911 Carrera RS,,1973,"Autoshow, Porsche Car Pack",200000,C,589,Rare Classics,,,,,5.4,6.9,5.0,5.9,7.7,,https://forza.fandom.com/wiki/Porsche_911_Carrera_RS
3678,9,Forza Horizon 3,Porsche,Porsche 911 GT2 (993),Porsche 911 GT2,1995,"Autoshow, Porsche Car Pack",550000,A,735,Retro Supercars,,,,,6.7,8.3,7.2,6.5,8.7,,https://forza.fandom.com/wiki/Porsche_911_GT2_(993)
3679,9,Forza Horizon 3,Porsche,Porsche 911 GT2 RS,,2012,Forzathon,240000,S1,876,Modern Supercars,,,,,7.8,9.1,9.5,7.7,9.4,,https://forza.fandom.com/wiki/Porsche_911_GT2_RS
3680,9,Forza Horizon 3,Porsche,Porsche 911 GT3 (996),Porsche 911 GT3,2004,"Autoshow, Porsche Car Pack",65000,A,791,Modern Supercars,,,,,7.2,8.2,8.4,7.0,9.1,,https://forza.fandom.com/wiki/Porsche_911_GT3_(996)
3681,9,Forza Horizon 3,Porsche,Porsche 911 GT3 RS (991),Porsche 911 GT3 RS,2016,"Autoshow, Porsche Car Pack",210000,S2,929,Extreme Track Toys,,,,,7.8,8.9,10.0,8.6,9.3,,https://forza.fandom.com/wiki/Porsche_911_GT3_RS_(991)
3682,9,Forza Horizon 3,Porsche,Porsche 911 GT3 RS 4.0,,2012,Forzathon,200000,S1,854,Modern Supercars,,,,,7.5,8.6,9.4,7.7,9.3,,https://forza.fandom.com/wiki/Porsche_911_GT3_RS_4.0
3683,9,Forza Horizon 3,Porsche,Porsche 911 Turbo 3.3,,1982,Forzathon,38000,B,619,Retro Supercars,,,,,5.8,7.6,5.8,6.0,7.8,,https://forza.fandom.com/wiki/Porsche_911_Turbo_3.3
3684,9,Forza Horizon 3,Porsche,Porsche 911 Turbo S (991),Porsche 911 Turbo S,2014,Forzathon,150000,S1,809,Modern Supercars,,,,,8.2,8.8,7.4,6.6,9.8,,https://forza.fandom.com/wiki/Porsche_911_Turbo_S_(991)
3685,9,Forza Horizon 3,Porsche,Porsche 914/6,,1970,Forzathon,24000,D,365,Cult Classics,,,,,4.5,5.8,3.1,4.2,6.3,,https://forza.fandom.com/wiki/Porsche_914/6
3686,9,Forza Horizon 3,Porsche,Porsche 918 Spyder,,2014,Forzathon,850000,S2,969,Hypercars,,,,,8.9,9.8,10.0,8.7,10.0,,https://forza.fandom.com/wiki/Porsche_918_Spyder
3687,9,Forza Horizon 3,Porsche,Porsche 928 GTS,,1993,Forzathon,26000,B,657,European Sports Cars,,,,,6.6,7.5,6.1,6.1,7.8,,https://forza.fandom.com/wiki/Porsche_928_GTS
3688,9,Forza Horizon 3,Porsche,Porsche 944 Turbo,,1989,Forzathon,12000,B,624,European Sports Cars,,,,,6.0,7.0,6.1,6.1,7.6,,https://forza.fandom.com/wiki/Porsche_944_Turbo
3689,9,Forza Horizon 3,Porsche,Porsche 959,,1987,Forzathon,400000,A,763,Retro Supercars,,,,,7.4,8.5,6.9,6.4,9.5,,https://forza.fandom.com/wiki/Porsche_959
3690,9,Forza Horizon 3,Porsche,Porsche Carrera GT,,2003,Forzathon,380000,S1,858,Modern Supercars,,,,,7.8,9.0,9.2,7.6,8.7,,https://forza.fandom.com/wiki/Porsche_Carrera_GT
3691,9,Forza Horizon 3,Porsche,Porsche Cayenne Turbo,,2012,Forzathon,110000,A,775,Sports Utility Heroes,,,,,6.6,7.6,8.1,6.9,9.1,,https://forza.fandom.com/wiki/Porsche_Cayenne_Turbo
3692,9,Forza Horizon 3,Porsche,Porsche Cayman GT4,,2016,"Autoshow, Porsche Car Pack",85000,S1,839,European Sports Cars,,,,,7.2,8.4,9.3,7.6,8.7,,https://forza.fandom.com/wiki/Porsche_Cayman_GT4
3693,9,Forza Horizon 3,Porsche,Porsche Cayman GTS,,2015,Forzathon,80000,A,763,European Sports Cars,,,,,6.7,7.9,8.1,6.9,8.4,,https://forza.fandom.com/wiki/Porsche_Cayman_GTS
3694,9,Forza Horizon 3,Porsche,Porsche Macan Turbo,,2015,Forzathon,105000,A,711,Sports Utility Heroes,,,,,6.2,7.2,7.7,6.5,8.5,,https://forza.fandom.com/wiki/Porsche_Macan_Turbo
3695,9,Forza Horizon 3,Porsche,Porsche Panamera Turbo (2017),Porsche Panamera Turbo,2017,"Autoshow, Porsche Car Pack",150000,S1,808,Super Saloons,,,,,7.7,8.1,8.5,7.0,9.7,,https://forza.fandom.com/wiki/Porsche_Panamera_Turbo_(2017)
3696,9,Forza Horizon 3,Quartz,Quartz Regalia,,723,Gifted,475000,A,702,GT Cars,,,,,5.6,7.3,7.4,6.6,8.5,,https://forza.fandom.com/wiki/Quartz_Regalia
3697,9,Forza Horizon 3,Radical,Radical RXC Turbo,,2016,"Autoshow, Rockstar Energy Car Pack",330000,S2,971,Extreme Track Toys,,,,,6.9,9.3,10.0,9.2,8.9,,https://forza.fandom.com/wiki/Radical_RXC_Turbo
3698,9,Forza Horizon 3,Ram,Ram Runner,,2013,Autoshow,76000,B,624,Offroad,,,,,5.7,6.2,5.2,6.3,5.8,,https://forza.fandom.com/wiki/Ram_Runner
3699,9,Forza Horizon 3,Ram,Ram Runner,Ram Runner Horizon Edition,2013,"Autoshow, Blizzard Mountain Expansion",76000,A,720,Offroad,,,,,5.7,6.3,5.8,7.2,5.8,,https://forza.fandom.com/wiki/Ram_Runner
3700,9,Forza Horizon 3,Reliant,Reliant Supervan III,,1972,Barn Find,35000,D,100,Cult Classics,,,,,3.0,3.4,3.0,3.6,4.3,,https://forza.fandom.com/wiki/Reliant_Supervan_III
3701,9,Forza Horizon 3,Renault,Renault 5 Turbo,,1980,Autoshow,66000,C,519,Rally Monsters,,,,,4.7,6.6,4.7,5.2,7.5,,https://forza.fandom.com/wiki/Renault_5_Turbo
3702,9,Forza Horizon 3,Renault,Renault Alpine A110 1600S,,1973,Autoshow,98000,C,515,Classic Rally,,,,,5.2,6.5,4.3,5.0,7.1,,https://forza.fandom.com/wiki/Renault_Alpine_A110_1600S
3703,9,Forza Horizon 3,Renault,Renault Alpine GTA Le Mans,,1990,"Autoshow, Playseat Car Pack",40000,B,612,Cult Classics,,,,,5.9,7.1,5.0,6.0,8.1,,https://forza.fandom.com/wiki/Renault_Alpine_GTA_Le_Mans
3704,9,Forza Horizon 3,Renault,Renault Clio RS 200,,2013,Autoshow,29000,C,596,Hot Hatch,,,,,5.2,6.6,6.9,6.2,6.9,,https://forza.fandom.com/wiki/Renault_Clio_RS_200
3705,9,Forza Horizon 3,Renault,Renault Clio Williams,,1993,Autoshow,25000,C,565,Retro Hot Hatch,,,,,5.6,6.6,5.5,5.8,6.8,,https://forza.fandom.com/wiki/Renault_Clio_Williams
3706,9,Forza Horizon 3,Renault,Renault Megane RS 250,,2010,Autoshow,30000,A,709,Super Hot Hatch,,,,,5.7,7.0,8.0,7.0,7.3,,https://forza.fandom.com/wiki/Renault_Megane_RS_250
3707,9,Forza Horizon 3,RJ Anderson,RJ Anderson #37 Polaris RZR-Rockstar Energy Pro 2 Truck,RJ Anderson 37 Polaris RZR-Rockstar Energy Pro 2 Truck,2016,"Autoshow, Blizzard Mountain Expansion",600000,S1,824,Extreme Offroad,,,,,6.1,9.0,7.1,7.2,8.3,,https://forza.fandom.com/wiki/RJ_Anderson_37_Polaris_RZR-Rockstar_Energy_Pro_2_Truck
3708,9,Forza Horizon 3,Rolls-Royce,Rolls-Royce Dawn,,2016,Autoshow,340000,A,715,GT Cars,,,,,6.7,7.6,7.4,6.4,7.9,,https://forza.fandom.com/wiki/Rolls-Royce_Dawn
3709,9,Forza Horizon 3,Rolls-Royce,Rolls-Royce Wraith,,2014,Autoshow,310000,A,750,GT Cars,,,,,8.3,7.9,7.5,6.5,7.9,,https://forza.fandom.com/wiki/Rolls-Royce_Wraith
3710,9,Forza Horizon 3,Saleen,Saleen S7,,2004,Autoshow,388000,S1,868,Modern Supercars,,,,,8.1,9.0,9.0,7.6,8.9,,https://forza.fandom.com/wiki/Saleen_S7
3711,9,Forza Horizon 3,Shelby,Shelby Cobra 427 S/C,,1965,Autoshow,2100000,B,601,Rare Classics,,,,,6.0,7.9,4.7,5.5,7.0,,https://forza.fandom.com/wiki/Shelby_Cobra_427_S/C
3712,9,Forza Horizon 3,Shelby,Shelby Cobra Daytona Coupe,,1965,Autoshow,8000000,A,706,Classic Racers,,,,,6.9,7.9,5.2,6.4,6.9,,https://forza.fandom.com/wiki/Shelby_Cobra_Daytona_Coupe
3713,9,Forza Horizon 3,Spania GTA,Spania GTA Spano,,2016,"Autoshow, The Smoking Tire Car Pack",800000,S2,927,Modern Supercars,,,,,8.8,9.4,9.8,8.1,9.0,,https://forza.fandom.com/wiki/Spania_GTA_Spano
3714,9,Forza Horizon 3,Spania GTA,Spania GTA Spano,Spania GTA Spano Duracell Edition,2016,"Autoshow, Duracell Car Pack",800000,S2,927,Modern Supercars,,,,,8.8,9.4,9.8,8.1,9.0,,https://forza.fandom.com/wiki/Spania_GTA_Spano
3715,9,Forza Horizon 3,Dodge,SRT Viper GTS,,2013,Autoshow,95000,S1,836,Modern Muscle,,,,,7.8,8.7,8.3,7.4,8.4,,https://forza.fandom.com/wiki/SRT_Viper_GTS
3716,9,Forza Horizon 3,Subaru,Subaru #75 WRX STI VT15R Rally Car,Subaru WRX STI VT15R Rally Car,2016,Forzathon,300000,A,800,Rally Monsters,,,,,5.6,8.0,8.6,7.5,9.7,,https://forza.fandom.com/wiki/Subaru_WRX_STI_VT15R_Rally_Car
3717,9,Forza Horizon 3,Subaru,Subaru #199 WRX STI VT15R Rally Car,Subaru WRX STI VT15R Rally Car,2016,"Autoshow, Blizzard Mountain Expansion",300000,A,800,Rally Monsters,,,,,5.6,8.0,8.6,7.5,9.7,,https://forza.fandom.com/wiki/Subaru_WRX_STI_VT15R_Rally_Car
3718,9,Forza Horizon 3,Subaru,Subaru BRAT GL,,1980,Autoshow,25000,D,193,Vans and Utility,,,,,3.5,4.3,3.0,3.8,4.6,,https://forza.fandom.com/wiki/Subaru_BRAT_GL
3719,9,Forza Horizon 3,Subaru,Subaru BRAT GL,Subaru BRAT GL Horizon Edition,1980,Wheelspin,75000,C,522,Vans and Utility,,,,,3.5,4.3,5.5,6.8,4.6,,https://forza.fandom.com/wiki/Subaru_BRAT_GL
3720,9,Forza Horizon 3,Subaru,Subaru BRZ,,2013,Autoshow,32400,C,580,Asian Sports Cars,,,,,5.8,6.5,4.8,5.8,6.7,,https://forza.fandom.com/wiki/Subaru_BRZ
3721,9,Forza Horizon 3,Subaru,Subaru BRZ,Subaru BRZ Horizon Edition,2013,Wheelspin,82000,A,713,Asian Sports Cars,,,,,5.8,6.5,7.3,7.1,7.0,,https://forza.fandom.com/wiki/Subaru_BRZ
3722,9,Forza Horizon 3,Subaru,Subaru Impreza 22B STi,,1998,Autoshow,110000,B,639,Retro Rally,,,,,5.8,7.1,6.4,6.3,8.1,,https://forza.fandom.com/wiki/Subaru_Impreza_22B_STi
3723,9,Forza Horizon 3,Subaru,Subaru Impreza 22B STi,Subaru Impreza 22B STi Horizon Edition,1998,Wheelspin,160000,A,760,Retro Rally,,,,,5.8,7.1,8.2,7.5,8.1,,https://forza.fandom.com/wiki/Subaru_Impreza_22B_STi
3724,9,Forza Horizon 3,Subaru,Subaru Impreza WRX STi (2004),Subaru Impreza WRX STI,2004,Autoshow,28000,B,657,Modern Rally,,,,,6.0,7.5,6.5,6.3,8.9,,https://forza.fandom.com/wiki/Subaru_Impreza_WRX_STi_(2004)
3725,9,Forza Horizon 3,Subaru,Subaru Impreza WRX STI (2005),Subaru Impreza WRX STI,2005,Autoshow,33000,B,677,Modern Rally,,,,,6.2,7.7,6.6,6.3,9.1,,https://forza.fandom.com/wiki/Subaru_Impreza_WRX_STI_(2005)
3726,9,Forza Horizon 3,Subaru,Subaru Impreza WRX STI (2008),Subaru Impreza WRX STI,2008,Autoshow,31000,B,645,Modern Rally,,,,,5.8,7.2,6.3,6.1,8.4,,https://forza.fandom.com/wiki/Subaru_Impreza_WRX_STI_(2008)
3727,9,Forza Horizon 3,Subaru,Subaru Legacy RS,,1990,Autoshow,25000,C,573,Retro Rally,,,,,5.4,6.2,5.5,5.8,6.9,,https://forza.fandom.com/wiki/Subaru_Legacy_RS
3728,9,Forza Horizon 3,Subaru,Subaru SVX,,1996,Autoshow,25000,C,592,Asian Sports Cars,,,,,6.0,6.4,5.6,6.0,6.5,,https://forza.fandom.com/wiki/Subaru_SVX
3729,9,Forza Horizon 3,Subaru,Subaru WRX STI (2015),Subaru WRX STI,2015,Autoshow,42000,B,658,Modern Rally,,,,,6.1,7.2,6.3,6.2,8.3,,https://forza.fandom.com/wiki/Subaru_WRX_STI_(2015)
3730,9,Forza Horizon 3,Subaru,Subaru WRX STI (2011),Subaru WRX STI,2011,Autoshow,33000,B,651,Modern Rally,,,,,6.2,7.1,6.2,6.1,8.0,,https://forza.fandom.com/wiki/Subaru_WRX_STI_(2011)
3731,9,Forza Horizon 3,Sunbeam,Sunbeam Tiger,,1967,Barn Find,65000,D,498,Cult Classics,,,,,5.1,6.8,3.9,4.7,7.1,,https://forza.fandom.com/wiki/Sunbeam_Tiger
3732,9,Forza Horizon 3,Talbot,Talbot Sunbeam Lotus,,1979,"Autoshow, Alpinestars Car Pack",25000,D,379,Classic Rally,,,,,4.4,6.6,3.4,4.2,6.4,,https://forza.fandom.com/wiki/Talbot_Sunbeam_Lotus
3733,9,Forza Horizon 3,Tamo,Tamo Racemo,,2017,Gifted,600000,C,589,Asian Sports Cars,,,,,5.1,6.5,6.1,6.2,7.4,,https://forza.fandom.com/wiki/Tamo_Racemo
3734,9,Forza Horizon 3,Terradyne,Terradyne Gurkha LAPV,,2014,Forzathon,450000,C,504,Offroad,,,,,4.1,3.2,6.3,6.1,3.0,,https://forza.fandom.com/wiki/Terradyne_Gurkha_LAPV
3735,9,Forza Horizon 3,Tesla,Tesla Model S P90D with Ludicrous Mode,,2015,Autoshow,72000,A,794,Super Saloons,,,,,5.9,8.3,7.6,6.9,9.2,,https://forza.fandom.com/wiki/Tesla_Model_S_P90D_with_Ludicrous_Mode
3736,9,Forza Horizon 3,Toyota,Toyota Hilux Arctic Trucks AT38,,2007,"Autoshow, Hot Wheels Expansion",55000,B,647,Extreme Offroad,,,,,4.1,5.0,6.4,7.6,5.2,,https://forza.fandom.com/wiki/Toyota_Hilux_Arctic_Trucks_AT38
3737,9,Forza Horizon 3,Toyota,Toyota Celica GT,,1974,Autoshow,25000,D,176,Cult Classics,,,,,3.9,4.8,3.0,3.7,5.1,,https://forza.fandom.com/wiki/Toyota_Celica_GT
3738,9,Forza Horizon 3,Toyota,Toyota Celica GT-Four RC ST185,,1992,Autoshow,25000,C,597,Retro Rally,,,,,5.7,6.2,5.5,5.8,6.9,,https://forza.fandom.com/wiki/Toyota_Celica_GT-Four_RC_ST185
3739,9,Forza Horizon 3,Toyota,Toyota Celica GT-Four ST205,,1994,Autoshow,25000,B,607,Retro Rally,,,,,6.2,6.8,5.6,5.9,7.7,,https://forza.fandom.com/wiki/Toyota_Celica_GT-Four_ST205
3740,9,Forza Horizon 3,Toyota,Toyota Corolla SR5,,1974,Autoshow,25000,D,246,Cult Classics,,,,,3.7,4.9,3.3,4.2,5.3,,https://forza.fandom.com/wiki/Toyota_Corolla_SR5
3741,9,Forza Horizon 3,Toyota,Toyota FJ40,,1979,Barn Find,55000,D,225,Offroad,,,,,3.5,4.2,3.0,4.1,4.7,,https://forza.fandom.com/wiki/Toyota_FJ40
3742,9,Forza Horizon 3,Toyota,Toyota GT86,,2013,Autoshow,28800,C,580,Asian Sports Cars,,,,,5.7,6.5,5.5,5.8,6.7,,https://forza.fandom.com/wiki/Toyota_GT86
3743,9,Forza Horizon 3,Toyota,Toyota Sprinter Trueno GT Apex,,1985,Autoshow,25000,C,544,Asian Sports Cars,,,,,5.0,6.5,4.5,5.5,6.7,,https://forza.fandom.com/wiki/Toyota_Sprinter_Trueno_GT_Apex
3744,9,Forza Horizon 3,Toyota,Toyota Supra 2.0 GT Twin Turbo,,1992,"Autoshow, Logitech G Car Pack",30000,C,579,Asian Sports Cars,,,,,5.6,6.4,5.0,6.0,6.9,,https://forza.fandom.com/wiki/Toyota_Supra_2.0_GT_Twin_Turbo
3745,9,Forza Horizon 3,Toyota,Toyota Supra RZ,,1998,Autoshow,38000,B,693,Asian Sports Cars,,,,,6.6,7.3,7.0,6.5,7.7,,https://forza.fandom.com/wiki/Toyota_Supra_RZ
3746,9,Forza Horizon 3,Toyota,Toyota Supra RZ,Toyota Supra RZ Horizon Edition,1998,Wheelspin,88000,A,779,Asian Sports Cars,,,,,6.6,7.3,8.4,7.4,8.2,,https://forza.fandom.com/wiki/Toyota_Supra_RZ
3747,9,Forza Horizon 3,TVR,TVR Sagaris,,2005,Autoshow,86000,S1,813,European Sports Cars,,,,,6.8,8.4,8.4,7.4,8.0,,https://forza.fandom.com/wiki/TVR_Sagaris
3748,9,Forza Horizon 3,Ultima,Ultima GTR 720,,2012,Autoshow,150000,S2,964,Extreme Track Toys,,,,,8.9,9.6,10.0,8.7,9.4,,https://forza.fandom.com/wiki/Ultima_GTR_720
3749,9,Forza Horizon 3,Ultima,Ultima Evolution Coupe 1020,,2015,"Autoshow, VIP",130000,S2,998,Extreme Track Toys,,,,,9.1,9.6,10.0,9.0,9.3,,https://forza.fandom.com/wiki/Ultima_Evolution_Coupe_1020
